InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
560723,22694,WICKER STAR ,2,2011-07-20 13:53:00,2.1,16464.0,United Kingdom
540550,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,2011-01-10 09:11:00,2.55,12539.0,Spain
577768,22961,JAM MAKING SET PRINTED,4,2011-11-21 15:18:00,3.29,,United Kingdom
538811,20723,STRAWBERRY CHARLOTTE BAG,10,2010-12-14 12:22:00,0.85,13178.0,United Kingdom
566019,47559B,TEA TIME OVEN GLOVE,4,2011-09-08 12:44:00,1.25,17243.0,United Kingdom
568955,21136,PAINTED METAL PEARS ASSORTED,8,2011-09-29 15:40:00,1.69,13759.0,United Kingdom
538177,21210,SET OF 72 RETROSPOT PAPER  DOILIES,1,2010-12-10 09:51:00,2.98,,United Kingdom
556792,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,12,2011-06-14 13:52:00,0.42,17043.0,United Kingdom
549251,84596L,BISCUITS SMALL BOWL LIGHT BLUE,2,2011-04-07 12:16:00,0.42,14449.0,United Kingdom
566602,21394,RED POLKADOT BEAKER ,6,2011-09-13 16:05:00,1.63,,United Kingdom
574950,22893,MINI CAKE STAND T-LIGHT HOLDER,8,2011-11-08 09:29:00,0.83,,United Kingdom
537312,21870,I CAN ONLY PLEASE ONE PERSON MUG,72,2010-12-06 11:42:00,1.06,14189.0,United Kingdom
554280,22380,TOY TIDY SPACEBOY  ,5,2011-05-23 13:35:00,2.1,14817.0,United Kingdom
577217,23485,BOTANICAL GARDENS WALL CLOCK ,1,2011-11-18 11:53:00,25.0,17324.0,United Kingdom
537775,22203,MILK PAN RED RETROSPOT,4,2010-12-08 12:41:00,3.75,17722.0,United Kingdom
545302,84800S,SMALL WHITE/PINK ROSE ART FLOWER,2,2011-03-01 12:46:00,1.25,14506.0,United Kingdom
553182,21169,YOU'RE CONFUSING ME METAL SIGN ,3,2011-05-15 12:21:00,1.69,17107.0,United Kingdom
578153,23320,GIANT 50'S CHRISTMAS CRACKER,3,2011-11-23 11:22:00,2.89,12748.0,United Kingdom
564093,23270,SET OF 2 CERAMIC PAINTED HEARTS ,12,2011-08-23 10:29:00,1.45,14930.0,Channel Islands
541827,22798,ANTIQUE GLASS DRESSING TABLE POT,1,2011-01-21 17:05:00,5.79,,United Kingdom
576787,23581,JUMBO BAG PAISLEY PARK,10,2011-11-16 13:54:00,2.08,13815.0,Germany
578518,22312,OFFICE MUG WARMER POLKADOT,1,2011-11-24 13:54:00,2.95,14606.0,United Kingdom
548894,22378,WALL TIDY RETROSPOT ,2,2011-04-04 16:01:00,4.13,,United Kingdom
544467,22464,HANGING METAL HEART LANTERN,1,2011-02-20 15:51:00,1.65,14502.0,United Kingdom
549989,84988,SET OF 72 PINK HEART PAPER DOILIES,1,2011-04-13 16:58:00,1.45,13221.0,United Kingdom
541219,22471,TV DINNER TRAY AIR HOSTESS ,3,2011-01-14 14:06:00,4.13,,United Kingdom
574076,22161,HEART DECORATION RUSTIC HANGING ,4,2011-11-02 15:38:00,0.79,,United Kingdom
556115,21531,RED RETROSPOT SUGAR JAM BOWL,6,2011-06-09 09:39:00,2.55,15241.0,United Kingdom
573158,22835,HOT WATER BOTTLE I AM SO POORLY,8,2011-10-28 08:56:00,4.95,14738.0,United Kingdom
541615,22570,FELTCRAFT CUSHION RABBIT,3,2011-01-20 10:43:00,3.75,16395.0,United Kingdom
549543,22519,CHILDS GARDEN BRUSH PINK,2,2011-04-10 11:14:00,2.1,18118.0,United Kingdom
559652,21175,GIN + TONIC DIET METAL SIGN,12,2011-07-11 12:47:00,2.55,17164.0,United Kingdom
555406,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-06-02 19:50:00,1.69,17231.0,United Kingdom
555650,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,6,2011-06-06 13:48:00,2.95,14156.0,EIRE
579470,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,2011-11-29 15:06:00,4.25,16549.0,United Kingdom
C576919,23239,SET OF 4 KNICK KNACK TINS POPPIES,-6,2011-11-17 10:44:00,4.15,15529.0,United Kingdom
570167,22465,HANGING METAL STAR LANTERN,12,2011-10-07 14:04:00,1.65,15615.0,United Kingdom
568988,22819,"BIRTHDAY CARD, RETRO SPOT",12,2011-09-29 16:38:00,0.42,12718.0,France
575690,23661,MILK MAIDS MUG ,12,2011-11-10 16:20:00,1.65,14189.0,United Kingdom
577228,22804,PINK HANGING HEART T-LIGHT HOLDER,6,2011-11-18 12:07:00,2.95,12391.0,Cyprus
544098,22432,WATERING CAN PINK BUNNY,6,2011-02-16 10:04:00,1.95,16019.0,United Kingdom
559538,22989,SET 2 PANTRY DESIGN TEA TOWELS,2,2011-07-10 12:25:00,3.25,16880.0,United Kingdom
551986,47566,PARTY BUNTING,4,2011-05-05 14:41:00,4.95,13888.0,United Kingdom
542397,22934,BAKING MOULD EASTER EGG WHITE CHOC,48,2011-01-27 15:22:00,2.55,13328.0,United Kingdom
569521,21327,SKULLS WRITING SET ,2,2011-10-04 14:33:00,1.65,16474.0,United Kingdom
575477,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,1,2011-11-09 16:14:00,10.79,,United Kingdom
548197,22281,EASTER TREE YELLOW BIRDS,2,2011-03-29 15:53:00,5.95,13588.0,United Kingdom
547580,21756,BATH BUILDING BLOCK WORD,3,2011-03-24 10:48:00,5.95,13488.0,United Kingdom
546984,20725,LUNCH BAG RED RETROSPOT,1,2011-03-18 12:35:00,1.65,15019.0,United Kingdom
578072,23113,PANTRY CHOPPING BOARD,1,2011-11-22 16:02:00,4.95,17759.0,United Kingdom
575740,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,24,2011-11-11 09:25:00,0.29,18130.0,United Kingdom
558233,23049,RECYCLED ACAPULCO MAT RED,2,2011-06-27 14:36:00,8.25,18073.0,United Kingdom
552229,DOT,DOTCOM POSTAGE,1,2011-05-06 15:40:00,21.74,,United Kingdom
556916,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,4,2011-06-15 13:35:00,1.45,16898.0,United Kingdom
566195,16014,SMALL CHINESE STYLE SCISSOR,20,2011-09-09 13:44:00,0.42,12433.0,Norway
575610,23206,LUNCH BAG APPLE DESIGN,10,2011-11-10 12:45:00,1.65,16628.0,United Kingdom
567890,23381,PACK OF 12 VINTAGE LEAF TISSUES ,24,2011-09-22 15:40:00,0.39,14125.0,United Kingdom
541576,85040A,S/4 PINK FLOWER CANDLES IN BOWL,2,2011-01-19 13:32:00,1.65,17097.0,Spain
570887,22589,CARDHOLDER GINGHAM STAR,6,2011-10-13 10:25:00,2.89,17169.0,United Kingdom
540154,90198A,VINTAGE ROSE BEAD BRACELET RASPBERR,1,2011-01-05 11:30:00,4.24,,United Kingdom
578149,22619,SET OF 6 SOLDIER SKITTLES,2,2011-11-23 11:11:00,7.46,,United Kingdom
575117,21616,4 PEAR BOTANICAL DINNER CANDLES,1,2011-11-08 14:22:00,1.25,12748.0,United Kingdom
541809,20724,RED RETROSPOT CHARLOTTE BAG,34,2011-01-21 14:59:00,2.46,,United Kingdom
568792,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-09-29 09:53:00,2.95,18192.0,United Kingdom
542109,48187,DOORMAT NEW ENGLAND,2,2011-01-25 13:44:00,12.46,,United Kingdom
543124,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,2,2011-02-03 14:15:00,8.5,15311.0,United Kingdom
548259,21382,SET/4 SPRING FLOWER DECORATION,4,2011-03-30 11:12:00,2.95,14099.0,United Kingdom
548450,22028,PENNY FARTHING BIRTHDAY CARD,12,2011-03-31 11:20:00,0.42,15856.0,United Kingdom
552245,21793,CLASSIC FRENCH STYLE BASKET BROWN,1,2011-05-06 19:42:00,3.95,12748.0,United Kingdom
558475,22203,MILK PAN RED RETROSPOT,7,2011-06-29 15:58:00,3.29,,United Kingdom
565320,23204,CHARLOTTE BAG APPLES DESIGN,32,2011-09-02 13:10:00,0.85,16745.0,United Kingdom
560580,23298,SPOTTY BUNTING,30,2011-07-19 15:23:00,4.15,14088.0,United Kingdom
564483,22333,RETROSPOT PARTY BAG + STICKER SET,8,2011-08-25 13:46:00,1.65,14050.0,United Kingdom
C556677,23169,CLASSIC GLASS COOKIE JAR,-2,2011-06-13 17:19:00,4.15,15643.0,United Kingdom
565470,22077,6 RIBBONS RUSTIC CHARM,12,2011-09-05 10:06:00,1.65,12576.0,Poland
539749,22734,,30,2010-12-21 15:33:00,0.0,,United Kingdom
569638,22469,HEART OF WICKER SMALL,12,2011-10-05 12:15:00,1.65,16140.0,United Kingdom
553199,21577,SAVE THE PLANET COTTON TOTE BAG,2,2011-05-15 15:13:00,2.25,17758.0,United Kingdom
574313,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,2011-11-03 17:45:00,4.25,13267.0,United Kingdom
550470,21123,SET/10 IVORY POLKADOT PARTY CANDLES,1,2011-04-18 13:49:00,2.46,,United Kingdom
558570,23127,FELTCRAFT GIRL NICOLE KIT,2,2011-06-30 14:38:00,4.95,17673.0,United Kingdom
579427,22467,GUMBALL COAT RACK,4,2011-11-29 13:04:00,2.55,16479.0,United Kingdom
536819,22988,SOLDIERS EGG CUP ,12,2010-12-02 17:12:00,1.25,13402.0,United Kingdom
537789,21523,DOORMAT FANCY FONT HOME SWEET HOME,20,2010-12-08 12:49:00,6.75,14051.0,United Kingdom
C547675,22263,FELT EGG COSY LADYBIRD ,-49,2011-03-24 14:07:00,0.66,17754.0,United Kingdom
566923,22470,HEART OF WICKER LARGE,2,2011-09-15 15:05:00,2.95,15511.0,United Kingdom
539463,22300,COFFEE MUG DOG + BALL DESIGN,12,2010-12-19 11:19:00,2.55,18077.0,United Kingdom
542541,22310,IVORY KNITTED MUG COSY ,4,2011-01-28 14:25:00,3.29,,United Kingdom
545182,17001,HEAVENS SCENT FRAGRANCE OILS ASSTD,72,2011-02-28 14:48:00,0.29,14046.0,United Kingdom
571227,22317,FIVE CATS HANGING DECORATION,6,2011-10-14 13:54:00,2.95,12477.0,Germany
568782,23355,HOT WATER BOTTLE KEEP CALM,4,2011-09-29 08:53:00,4.95,13985.0,United Kingdom
551547,21212,PACK OF 72 RETROSPOT CAKE CASES,17,2011-05-03 09:44:00,2.08,,United Kingdom
565901,85099B,JUMBO BAG RED RETROSPOT,100,2011-09-07 15:34:00,1.79,13798.0,United Kingdom
581058,20839,FRENCH PAISLEY CUSHION COVER ,12,2011-12-07 11:06:00,0.85,15969.0,United Kingdom
581034,23344,JUMBO BAG 50'S CHRISTMAS ,10,2011-12-07 10:48:00,2.08,17049.0,United Kingdom
553053,21624,VINTAGE UNION JACK DOORSTOP,6,2011-05-13 10:20:00,5.95,12857.0,United Kingdom
562922,20728,LUNCH BAG CARS BLUE,20,2011-08-10 14:26:00,1.65,12594.0,Italy
580729,23469,CARD HOLDER LOVE BIRD SMALL,1,2011-12-05 17:24:00,8.29,,United Kingdom
542412,85206A,CREAM FELT EASTER EGG BASKET,1,2011-01-27 16:49:00,1.65,16725.0,United Kingdom
557938,20719,WOODLAND CHARLOTTE BAG,3,2011-06-23 15:35:00,1.63,,United Kingdom
576614,22945,CHRISTMAS METAL TAGS ASSORTED ,6,2011-11-15 16:38:00,0.85,12933.0,United Kingdom
567671,22386,JUMBO BAG PINK POLKADOT,1,2011-09-21 15:34:00,4.13,,United Kingdom
571559,23202,JUMBO BAG VINTAGE LEAF,10,2011-10-18 09:32:00,2.08,14911.0,EIRE
573151,23351,ROLL WRAP 50'S CHRISTMAS,12,2011-10-27 20:09:00,1.25,17602.0,United Kingdom
576688,22112,CHOCOLATE HOT WATER BOTTLE,3,2011-11-16 12:16:00,4.95,16717.0,United Kingdom
568719,22074,6 RIBBONS SHIMMERING PINKS ,1,2011-09-28 16:19:00,1.25,,United Kingdom
569319,23439,HAND WARMER RED LOVE HEART,12,2011-10-03 12:17:00,2.1,14290.0,United Kingdom
561650,22959,WRAP CHRISTMAS VILLAGE,25,2011-07-28 15:31:00,0.42,15329.0,United Kingdom
548703,22383,LUNCH BAG SUKI DESIGN ,2,2011-04-03 11:37:00,1.65,16010.0,United Kingdom
559836,85199L,LARGE HANGING IVORY & RED WOOD BIRD,12,2011-07-13 10:09:00,0.65,13911.0,United Kingdom
575059,20713,JUMBO BAG OWLS,1,2011-11-08 12:25:00,2.08,14071.0,United Kingdom
559055,20856,DENIM PATCH PURSE PINK BUTTERFLY,4,2011-07-05 17:09:00,1.63,,United Kingdom
549813,21710,FOLDING UMBRELLA PINKWHITE POLKADOT,1,2011-04-12 12:16:00,4.95,17972.0,United Kingdom
554083,21519,GIN & TONIC DIET GREETING CARD ,12,2011-05-22 11:51:00,0.42,18125.0,United Kingdom
550470,22861,EASTER TIN CHICKS IN GARDEN,1,2011-04-18 13:49:00,3.29,,United Kingdom
556813,23171,REGENCY TEA PLATE GREEN ,2,2011-06-14 17:28:00,3.29,,United Kingdom
538313,22727,ALARM CLOCK BAKELIKE RED ,2,2010-12-10 13:50:00,3.75,15514.0,United Kingdom
572567,21284,RETROSPOT CANDLE  SMALL,12,2011-10-25 10:27:00,1.69,12398.0,Switzerland
545333,21756,BATH BUILDING BLOCK WORD,1,2011-03-01 16:22:00,11.63,,United Kingdom
C580954,84997A,CHILDRENS CUTLERY POLKADOT GREEN ,-9,2011-12-06 14:19:00,3.75,12967.0,United Kingdom
554054,15058A,BLUE POLKADOT GARDEN PARASOL,6,2011-05-20 15:29:00,10.79,,United Kingdom
546732,84692,BOX OF 24 COCKTAIL PARASOLS,2,2011-03-16 11:41:00,0.42,14606.0,United Kingdom
540770,21524,DOORMAT SPOTTY HOME SWEET HOME,2,2011-01-11 10:40:00,7.95,13468.0,United Kingdom
552277,21865,PINK UNION JACK  PASSPORT COVER ,6,2011-05-08 12:34:00,2.1,13642.0,United Kingdom
575751,23344,JUMBO BAG 50'S CHRISTMAS ,10,2011-11-11 10:32:00,2.08,14911.0,EIRE
547248,85194L,HANGING SPRING FLOWER EGG LARGE,2,2011-03-22 09:23:00,1.63,,United Kingdom
571676,35648,VINTAGE BEAD PINK PURSE ,2,2011-10-18 13:29:00,0.83,16910.0,United Kingdom
552655,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-05-10 14:22:00,2.95,14587.0,United Kingdom
562264,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,2,2011-08-03 16:14:00,2.46,,United Kingdom
570416,22798,ANTIQUE GLASS DRESSING TABLE POT,8,2011-10-10 13:30:00,2.95,15608.0,United Kingdom
567707,22037,ROBOT BIRTHDAY CARD,36,2011-09-22 09:52:00,0.42,14676.0,United Kingdom
580512,85099B,JUMBO BAG RED RETROSPOT,10,2011-12-04 13:55:00,2.08,12673.0,Germany
575698,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,2011-11-10 16:51:00,1.45,16094.0,United Kingdom
C540393,85042,ANTIQUE LILY FAIRY LIGHTS,-1,2011-01-06 18:08:00,4.95,17428.0,United Kingdom
562717,22197,POPCORN HOLDER,8,2011-08-08 15:42:00,1.63,,United Kingdom
570229,23503,PLAYING CARDS KEEP CALM & CARRY ON,1,2011-10-09 13:30:00,1.25,15756.0,United Kingdom
577768,22543,MINI JIGSAW BAKE A CAKE ,1,2011-11-21 15:18:00,0.83,,United Kingdom
556890,23209,LUNCH BAG DOILEY PATTERN ,10,2011-06-15 12:48:00,1.65,17581.0,United Kingdom
542542,22728,ALARM CLOCK BAKELIKE PINK,4,2011-01-28 14:37:00,3.75,12431.0,Australia
552813,23047,PAPER LANTERN 5 POINT STUDDED STAR,2,2011-05-11 12:44:00,5.75,15079.0,United Kingdom
577690,84991,60 TEATIME FAIRY CAKE CASES,1,2011-11-21 11:34:00,0.55,12856.0,United Kingdom
558904,84507B,STRIPES DESIGN MONKEY DOLL,1,2011-07-04 16:18:00,4.96,,United Kingdom
575739,84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE ,1,2011-11-11 09:05:00,4.13,,United Kingdom
557742,21084,SET/6 COLLAGE PAPER CUPS,24,2011-06-22 11:46:00,0.19,14911.0,EIRE
571850,23247,BISCUIT TIN 50'S CHRISTMAS,4,2011-10-19 12:54:00,2.89,14698.0,United Kingdom
573876,21704,BAG 250g SWIRLY MARBLES,2,2011-11-01 12:48:00,0.85,16360.0,United Kingdom
580730,22135,MINI LADLE LOVE HEART PINK,1,2011-12-05 17:28:00,0.83,,United Kingdom
550348,22584,PACK OF 6 PANNETONE GIFT BOXES,6,2011-04-18 09:38:00,2.55,16947.0,United Kingdom
538877,22077,6 RIBBONS RUSTIC CHARM,16,2010-12-14 15:29:00,4.21,,United Kingdom
542006,72741,GRAND CHOCOLATECANDLE,9,2011-01-25 11:20:00,1.45,15218.0,United Kingdom
565235,23297,SET 40 HEART SHAPE PETIT FOUR CASES,16,2011-09-02 09:43:00,1.65,13418.0,United Kingdom
566912,20829,GLITTER HANGING BUTTERFLY STRING,8,2011-09-15 14:05:00,2.1,14367.0,United Kingdom
573183,22998,TRAVEL CARD WALLET KEEP CALM,10,2011-10-28 11:33:00,0.42,15028.0,United Kingdom
576841,23252,VINTAGE RED ENAMEL TRIM JUG ,1,2011-11-16 15:26:00,3.75,17368.0,United Kingdom
557891,23129,HEART SHAPED HOLLY WREATH,4,2011-06-23 14:05:00,4.15,17652.0,United Kingdom
565927,22464,HANGING METAL HEART LANTERN,12,2011-09-08 10:08:00,1.65,,EIRE
558045,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-06-24 13:35:00,1.25,12615.0,France
576910,22212,FOUR HOOK  WHITE LOVEBIRDS,12,2011-11-17 09:51:00,2.1,12477.0,Germany
563920,21671,RED SPOT CERAMIC DRAWER KNOB,12,2011-08-21 14:00:00,1.25,16407.0,United Kingdom
575176,22962,JAM JAR WITH PINK LID,1,2011-11-08 18:29:00,1.63,,United Kingdom
564825,23188,VINTAGE  2 METER FOLDING RULER,3,2011-08-30 12:26:00,3.29,,United Kingdom
565856,21922,UNION STRIPE WITH FRINGE  HAMMOCK,1,2011-09-07 14:09:00,7.95,17345.0,United Kingdom
571508,22339,CHRISTMAS TREE PAINTED ZINC ,3,2011-10-17 15:27:00,0.63,,United Kingdom
549251,85194L,HANGING SPRING FLOWER EGG LARGE,4,2011-04-07 12:16:00,0.85,14449.0,United Kingdom
564300,23346,SPACEBOY BEAKER,4,2011-08-24 11:31:00,1.25,16723.0,United Kingdom
565434,17021,NAMASTE SWAGAT INCENSE,36,2011-09-04 13:35:00,0.3,12867.0,United Kingdom
574547,23219,LAUREL STAR ANTIQUE SILVER ,1,2011-11-04 15:08:00,1.25,17841.0,United Kingdom
538356,21730,GLASS STAR FROSTED T-LIGHT HOLDER,18,2010-12-10 15:56:00,4.25,14062.0,United Kingdom
548698,21977,PACK OF 60 PINK PAISLEY CAKE CASES,3,2011-04-03 10:55:00,0.55,18109.0,United Kingdom
568614,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,2011-09-28 11:26:00,0.55,13515.0,United Kingdom
578118,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,12,2011-11-23 10:08:00,2.95,12955.0,United Kingdom
578941,23263,SET OF 3 WOODEN HEART DECORATIONS,1,2011-11-27 13:26:00,1.25,16024.0,United Kingdom
565927,84843,WHITE SOAP RACK WITH 2 BOTTLES,4,2011-09-08 10:08:00,5.95,,EIRE
541995,20675,BLUE POLKADOT BOWL,8,2011-01-25 09:58:00,1.25,13158.0,United Kingdom
565234,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,2,2011-09-02 09:38:00,0.83,,United Kingdom
556425,23298,SPOTTY BUNTING,1,2011-06-10 12:51:00,4.95,14178.0,United Kingdom
571270,21619,4 VANILLA BOTANICAL CANDLES,3,2011-10-16 12:09:00,1.25,12940.0,United Kingdom
538524,22567,20 DOLLY PEGS RETROSPOT,2,2010-12-13 09:35:00,2.51,,United Kingdom
575491,22438,BALLOON ART MAKE YOUR OWN FLOWERS,3,2011-11-09 17:47:00,1.95,15531.0,United Kingdom
544776,21082,SET/20 FRUIT SALAD PAPER NAPKINS ,1,2011-02-23 11:39:00,1.63,,United Kingdom
551997,21215,IVORY PAPER CUP CAKE CASES ,1,2011-05-05 15:47:00,1.25,,United Kingdom
547249,20719,WOODLAND CHARLOTTE BAG,1,2011-03-22 09:27:00,1.63,,United Kingdom
562928,22710,WRAP I LOVE LONDON ,25,2011-08-10 15:29:00,0.42,15494.0,United Kingdom
555644,84974,S/2 ZINC HEART DESIGN PLANTERS,4,2011-06-06 13:24:00,9.95,16520.0,United Kingdom
571705,23008,DOLLY GIRL BABY GIFT SET,2,2011-10-18 15:22:00,16.95,12360.0,Austria
551718,84877A,PINK ROUND COMPACT MIRROR,1,2011-05-03 16:06:00,3.29,,United Kingdom
581217,23552,BICYCLE PUNCTURE REPAIR KIT ,6,2011-12-08 09:20:00,4.13,,United Kingdom
547555,22466,FAIRY TALE COTTAGE NIGHTLIGHT,12,2011-03-23 16:35:00,1.95,14075.0,United Kingdom
575742,23292,SPACEBOY CHILDRENS CUP,8,2011-11-11 09:46:00,1.25,14309.0,United Kingdom
551056,21523,DOORMAT FANCY FONT HOME SWEET HOME,1,2011-04-26 11:51:00,7.95,16442.0,United Kingdom
560537,22469,HEART OF WICKER SMALL,6,2011-07-19 12:19:00,1.65,17779.0,United Kingdom
543816,22953,BIRTHDAY PARTY CORDON BARRIER TAPE,3,2011-02-13 15:26:00,1.25,17841.0,United Kingdom
538146,21239,PINK  POLKADOT CUP,8,2010-12-09 16:10:00,0.85,15596.0,United Kingdom
540551,22166,WALL MIRROR RECTANGLE DIAMANTE PINK,1,2011-01-10 09:43:00,7.62,,United Kingdom
578844,22616,PACK OF 12 LONDON TISSUES ,4,2011-11-25 16:14:00,0.83,,United Kingdom
561887,21845,DAIRY MAID STRIPE MUG,72,2011-07-31 13:33:00,0.79,14414.0,United Kingdom
C552995,M,Manual,-1350,2011-05-12 15:19:00,0.16,18133.0,United Kingdom
537685,22585,PACK OF 6 BIRDY GIFT TAGS,6,2010-12-08 10:21:00,1.25,18077.0,United Kingdom
578264,22686,FRENCH BLUE METAL DOOR SIGN No,2,2011-11-23 13:27:00,1.25,12748.0,United Kingdom
561209,84536B,FAIRY CAKES NOTEBOOK A7 SIZE,1,2011-07-25 16:57:00,0.42,,United Kingdom
540984,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,2,2011-01-12 15:44:00,4.25,14167.0,United Kingdom
564646,22327,ROUND SNACK BOXES SET OF 4 SKULLS,1,2011-08-26 13:39:00,6.63,,United Kingdom
536566,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,9,2010-12-01 15:21:00,1.25,16928.0,United Kingdom
553189,21908,CHOCOLATE THIS WAY METAL SIGN,1,2011-05-15 13:14:00,2.1,15033.0,United Kingdom
571105,21744,SNOWFLAKE PORTABLE TABLE LIGHT ,2,2011-10-13 16:01:00,2.95,17614.0,United Kingdom
571702,85150,LADIES & GENTLEMEN METAL SIGN,6,2011-10-18 15:06:00,2.55,14639.0,United Kingdom
541138,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,6,2011-01-14 10:42:00,3.75,12553.0,France
553199,85175,CACTI T-LIGHT CANDLES,16,2011-05-15 15:13:00,0.42,17758.0,United Kingdom
559034,23256,CHILDRENS CUTLERY SPACEBOY ,4,2011-07-05 14:56:00,4.15,13109.0,United Kingdom
553369,23092,LARGE ANTIQUE WHITE PHOTO FRAME,4,2011-05-16 14:30:00,7.9,15044.0,United Kingdom
571932,21731,RED TOADSTOOL LED NIGHT LIGHT,1,2011-10-19 17:21:00,1.65,,United Kingdom
576617,20676,RED RETROSPOT BOWL,2,2011-11-15 16:57:00,2.46,,United Kingdom
558731,22079,RIBBON REEL HEARTS DESIGN ,10,2011-07-01 14:53:00,1.65,13285.0,United Kingdom
538630,22077,6 RIBBONS RUSTIC CHARM,12,2010-12-13 13:25:00,1.65,14565.0,United Kingdom
543255,21165,BEWARE OF THE CAT METAL SIGN ,12,2011-02-04 15:43:00,1.69,13050.0,United Kingdom
575983,21035,SET/2 RED RETROSPOT TEA TOWELS ,1,2011-11-13 13:45:00,3.25,13379.0,United Kingdom
556491,22384,LUNCH BAG PINK POLKADOT,4,2011-06-12 14:15:00,1.65,16794.0,United Kingdom
566203,23035,DRAWER KNOB CERAMIC IVORY,1,2011-09-09 14:47:00,1.45,16362.0,United Kingdom
548191,21561,DINOSAUR LUNCH BOX WITH CUTLERY,1,2011-03-29 15:20:00,4.96,,United Kingdom
541523,21528,DAIRY MAID TRADITIONAL TEAPOT ,3,2011-01-19 10:09:00,6.95,17708.0,United Kingdom
538071,22312,OFFICE MUG WARMER POLKADOT,1,2010-12-09 14:09:00,5.91,,United Kingdom
559338,22494,EMERGENCY FIRST AID TIN ,2,2011-07-07 16:30:00,2.46,,United Kingdom
580611,23103,JINGLE BELL HEART DECORATION,1,2011-12-05 11:49:00,1.65,12748.0,United Kingdom
548710,22570,FELTCRAFT CUSHION RABBIT,4,2011-04-03 13:24:00,3.75,16678.0,United Kingdom
563248,84978,HANGING HEART JAR T-LIGHT HOLDER,6,2011-08-15 11:30:00,1.25,14702.0,United Kingdom
550655,84870C,GREEN GEISHA GIRL ,2,2011-04-19 17:19:00,3.75,17217.0,United Kingdom
545333,21871,SAVE THE PLANET MUG,1,2011-03-01 16:22:00,3.29,,United Kingdom
C550177,20726,LUNCH BAG WOODLAND,-2,2011-04-14 17:17:00,1.65,13534.0,United Kingdom
537400,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-12-06 14:36:00,2.95,17191.0,United Kingdom
561794,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2011-07-29 13:11:00,2.08,12921.0,United Kingdom
C576324,22141,CHRISTMAS CRAFT TREE TOP ANGEL,-1,2011-11-14 15:10:00,2.1,16161.0,United Kingdom
561926,23227,FILIGREE HEART BUTTERFLY WHITE ,24,2011-08-01 12:48:00,1.25,12749.0,United Kingdom
571668,23359,SET OF 12 T-LIGHTS VINTAGE DOILY,12,2011-10-18 13:10:00,1.95,16515.0,United Kingdom
575724,22112,CHOCOLATE HOT WATER BOTTLE,48,2011-11-10 18:37:00,4.25,14608.0,United Kingdom
549155,21213,PACK OF 72 SKULL CAKE CASES,2,2011-04-06 17:08:00,1.25,,United Kingdom
570180,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,2011-10-07 14:28:00,3.75,17509.0,United Kingdom
541104,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,2011-01-13 14:29:00,4.13,,United Kingdom
541516,21259,VICTORIAN SEWING BOX SMALL ,1,2011-01-18 17:34:00,12.46,,United Kingdom
571669,22112,CHOCOLATE HOT WATER BOTTLE,2,2011-10-18 13:11:00,4.95,17758.0,United Kingdom
540821,22090,PAPER BUNTING RETROSPOT,1,2011-01-11 13:16:00,5.91,,United Kingdom
555722,20846,ZINC HEART LATTICE T-LIGHT HOLDER,1,2011-06-06 16:06:00,2.46,,United Kingdom
540163,22132,RED LOVE HEART SHAPE CUP,24,2011-01-05 11:52:00,0.85,13089.0,United Kingdom
569137,23229,VINTAGE DONKEY TAIL GAME ,1,2011-09-30 14:45:00,7.46,,United Kingdom
549743,22721,SET OF 3 CAKE TINS SKETCHBOOK,3,2011-04-12 10:05:00,4.95,16186.0,United Kingdom
547880,21975,PACK OF 60 DINOSAUR CAKE CASES,2,2011-03-27 16:05:00,0.55,15426.0,United Kingdom
581356,22692,DOORMAT WELCOME TO OUR HOME,2,2011-12-08 12:28:00,8.25,17830.0,United Kingdom
547860,22560,TRADITIONAL MODELLING CLAY,3,2011-03-27 12:21:00,1.25,17625.0,United Kingdom
